,Restaurant_id,Ranking,Rating,Number_of_Reviews,Cuisine_Style_Number,Price_Range_Number,another_rest_city_number,review_len,Time_delta,Vegetarian Friendly,European,Mediterranean,Italian,Vegan Options,Gluten Free Options,Bar,French,Asian,Population,purchasing_power,Population_Per_Restaurant
22649,id_90,91.0,4.5,1472.0,6,2.0,1443,98,2,1,1,0,0,1,1,0,0,0,1324277,31,917.7248787248787
22650,id_2376,2377.0,4.5,23.0,1,1.0,4897,76,9,0,0,0,0,0,0,0,1,0,2148271,22,438.6912395344088
22651,id_982,983.0,4.5,11.0,2,1.0,596,73,29,0,0,0,0,0,0,0,0,0,488050,16,818.8758389261745
22652,id_1247,1248.0,4.0,135.93933054393307,1,1.8140461055372596,513,8,150,0,0,0,0,0,0,0,0,0,287591,42,560.6062378167642
22653,id_11022,11024.0,4.0,8.0,1,1.8140461055372596,4897,8,150,0,0,0,0,0,0,0,1,0,2148271,22,438.6912395344088
22654,id_2428,2430.0,3.5,89.0,2,1.0,1166,106,158,0,0,0,0,0,0,0,0,0,2600000,21,2229.8456260720413
22655,id_1842,1844.0,5.0,3.0,3,1.8140461055372596,1166,41,150,1,0,0,0,1,0,0,0,0,2600000,21,2229.8456260720413
22656,id_1452,1454.0,4.0,383.0,5,2.0,2133,107,139,0,0,0,0,0,0,0,0,0,1399860,40,656.2869198312236
22657,id_4538,4541.0,4.0,173.7128078817734,1,1.8140461055372596,2133,8,150,0,0,0,0,0,0,0,0,0,1399860,40,656.2869198312236
22658,id_5193,5202.0,4.5,21.0,7,1.0,5757,90,201,1,0,1,0,1,0,0,0,0,8909081,24,1547.5214521452144
22659,id_2894,2895.0,3.5,667.0,7,2.0,2078,78,11,1,0,1,1,1,1,0,0,0,2860009,37,1376.327718960539
22660,id_756,757.0,4.5,13.0,2,2.0,727,105,120,0,0,0,0,0,0,0,0,0,1793579,29,2467.0962861072903
22661,id_108,109.0,4.0,197.0,5,2.0,210,97,10,1,0,0,0,0,0,0,1,0,626108,4,2981.4666666666667
22662,id_3064,3074.0,3.0,278.0,2,2.0,1086,92,290,0,1,0,0,0,0,0,0,0,872680,19,803.572744014733
22663,id_3522,3529.0,4.5,67.0,4,2.0,5757,84,60,1,0,0,0,0,0,1,0,0,8909081,24,1547.5214521452144
22664,id_1394,1395.0,5.0,159.1068090787717,2,1.8140461055372596,816,8,150,0,1,0,0,0,0,0,0,0,1752286,51,2147.4093137254904
22665,id_1072,1074.0,4.0,12.0,4,2.0,659,72,69,0,1,0,0,0,0,0,1,0,794128,10,1205.050075872534
22666,id_1102,1184.0,5.0,90.68699839486356,1,1.8140461055372596,659,8,150,0,0,0,0,0,0,0,0,0,794128,10,1205.050075872534
22667,id_4811,4814.0,3.5,190.0,3,2.0,2133,96,396,0,0,0,1,0,0,0,0,0,1399860,40,656.2869198312236
22668,id_12647,12649.0,3.0,2.0,1,1.8140461055372596,4897,8,150,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
22669,id_1035,1036.0,4.5,46.0,4,1.0,1443,66,207,1,0,0,0,0,0,0,0,1,1324277,31,917.7248787248787
22670,id_1732,1733.0,4.0,15.0,1,1.8140461055372596,1060,37,150,0,0,0,0,0,0,0,0,0,1208542,15,1140.133962264151
22671,id_252,254.0,3.5,402.0,4,3.0,893,95,7,1,0,0,0,0,1,1,0,0,1484226,6,1662.06718924972
22672,id_1642,1643.0,4.5,8.0,1,1.8140461055372596,892,8,150,0,0,0,0,0,0,0,0,0,516092,70,578.5784753363229
22673,id_5662,5664.0,5.0,2.0,1,1.8140461055372596,2078,8,150,0,0,0,0,0,0,0,0,0,2860009,37,1376.327718960539
22674,id_4147,4148.0,5.0,132.53474676089516,1,1.8140461055372596,2734,8,150,0,0,0,0,0,0,0,0,0,1620343,30,592.6638624725676
22675,id_4861,4862.0,3.5,32.0,1,1.8140461055372596,2734,64,150,0,0,1,0,0,0,0,0,0,1620343,30,592.6638624725676
22676,id_2340,2345.0,3.5,33.0,2,1.0,1443,77,384,0,0,0,0,0,0,0,0,0,1324277,31,917.7248787248787
22677,id_10446,10455.0,4.0,12.0,2,1.8140461055372596,5757,72,-160,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
22678,id_4722,4725.0,3.5,22.0,1,1.8140461055372596,3108,98,101,0,0,0,0,0,0,0,0,0,3223334,23,1037.1087516087516
22679,id_5738,5741.0,3.0,60.0,3,1.8140461055372596,2133,8,150,0,0,0,1,0,0,0,0,0,1399860,40,656.2869198312236
22680,id_3073,3075.0,4.0,28.0,1,1.8140461055372596,3108,88,282,0,0,0,0,0,0,0,0,0,3223334,23,1037.1087516087516
22681,id_1044,1048.0,4.0,8.0,1,1.0,538,110,100,0,0,0,0,0,0,0,1,0,415215,2,771.7750929368029
22682,id_2800,2807.0,3.5,3.0,1,1.8140461055372596,1086,101,43,0,0,0,0,0,0,0,0,0,872680,19,803.572744014733
22683,id_591,592.0,4.0,122.0,4,2.0,513,106,73,0,1,1,0,0,0,0,0,0,287591,42,560.6062378167642
22684,id_8223,8230.0,2.5,31.0,2,2.0,3108,51,150,0,0,1,0,0,0,0,0,0,3223334,23,1037.1087516087516
22685,id_1567,1570.0,4.0,20.0,1,2.0,1443,66,467,0,1,0,0,0,0,0,0,0,1324277,31,917.7248787248787
22686,id_2469,2472.0,4.5,2.0,5,2.0,1300,8,150,0,1,0,1,0,0,0,0,0,505526,48,388.86615384615385
22687,id_3041,3043.0,4.0,54.0,1,1.8140461055372596,2133,96,442,0,0,0,0,0,0,0,0,0,1399860,40,656.2869198312236
22688,id_1547,1548.0,4.5,41.0,4,2.0,2734,110,229,1,0,0,0,0,0,0,0,1,1620343,30,592.6638624725676
22689,id_2197,2199.0,3.5,247.0,2,1.0,2133,99,249,1,0,0,0,0,0,0,0,0,1399860,40,656.2869198312236
22690,id_801,803.0,4.0,364.0,4,2.0,2133,99,112,1,0,0,0,1,0,0,0,1,1399860,40,656.2869198312236
22691,id_7353,7358.0,3.0,2.0,1,1.8140461055372596,3108,40,150,0,0,0,0,0,0,0,0,0,3223334,23,1037.1087516087516
22692,id_712,714.0,4.0,224.0,7,2.0,2133,56,188,1,0,0,0,1,0,0,0,1,1399860,40,656.2869198312236
22693,id_1112,1115.0,2.5,3.0,4,1.8140461055372596,385,97,449,0,0,0,0,0,0,0,0,0,697549,17,1811.8155844155845
22694,id_9815,9817.0,4.0,15.0,1,1.8140461055372596,4897,90,148,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
22695,id_801,805.0,4.5,3.0,1,1.8140461055372596,481,8,150,0,1,0,0,0,0,0,0,0,201818,3,419.58004158004155
22696,id_12334,12344.0,4.0,137.96948964497042,3,2.0,5757,33,150,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
22697,id_621,622.0,3.5,1930.0,6,2.0,1443,116,0,1,1,0,0,0,0,0,0,0,1324277,31,917.7248787248787
22698,id_1279,1284.0,4.0,2.0,1,1.8140461055372596,538,117,287,0,0,0,0,0,0,0,0,0,415215,2,771.7750929368029
22699,id_2153,2155.0,4.5,11.0,3,1.0,2133,8,150,0,0,0,1,0,0,1,0,0,1399860,40,656.2869198312236
22700,id_2374,2391.0,4.0,4.0,1,1.8140461055372596,893,54,150,0,0,0,0,0,0,0,0,0,1484226,6,1662.06718924972
22701,id_1409,1411.0,4.0,194.0,4,1.0,2133,78,234,1,0,1,1,0,0,0,0,0,1399860,40,656.2869198312236
22702,id_1583,1585.0,4.0,100.0,4,2.0,2133,79,-10,1,0,0,1,1,0,0,0,0,1399860,40,656.2869198312236
22703,id_3138,3140.0,3.0,83.79287722586692,1,1.8140461055372596,1166,42,150,0,0,0,0,0,0,0,0,0,2600000,21,2229.8456260720413
22704,id_508,512.0,4.5,43.0,1,1.8140461055372596,893,96,231,0,0,0,0,0,0,0,0,0,1484226,6,1662.06718924972
22705,id_5151,5154.0,4.5,5.0,1,1.8140461055372596,3108,73,590,0,0,0,0,0,0,0,0,0,3223334,23,1037.1087516087516
22706,id_628,629.0,4.5,17.0,1,1.8140461055372596,820,95,65,0,0,0,0,0,0,0,0,0,975904,13,1190.1268292682928
22707,id_3784,3785.0,4.0,180.0,3,2.0,2078,61,174,0,0,1,1,0,0,0,0,0,2860009,37,1376.327718960539
22708,id_6059,6068.0,4.5,12.0,6,2.0,5757,86,19,0,0,1,0,0,0,1,0,0,8909081,24,1547.5214521452144
22709,id_10425,10427.0,3.5,30.0,1,1.8140461055372596,4897,86,306,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
22710,id_1606,1607.0,4.5,151.0,4,2.0,4897,103,55,1,1,1,1,0,0,0,0,0,2148271,22,438.6912395344088
22711,id_1838,1842.0,4.5,166.0,4,2.0,5757,85,2,1,0,0,0,0,1,0,0,0,8909081,24,1547.5214521452144
22712,id_920,921.0,4.0,48.0,1,1.0,892,90,465,0,0,0,0,0,0,0,0,0,516092,70,578.5784753363229
22713,id_1429,1431.0,3.5,315.0,3,2.0,628,75,58,1,0,1,0,0,0,0,0,0,664046,53,1057.3980891719746
22714,id_223,225.0,4.0,95.0,4,2.0,893,82,49,1,0,0,0,1,0,1,0,0,1484226,6,1662.06718924972
22715,id_12324,12334.0,4.0,137.96948964497042,1,1.8140461055372596,5757,61,150,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
22716,id_11717,11727.0,3.5,89.0,3,2.0,5757,82,66,0,0,0,0,0,0,0,0,1,8909081,24,1547.5214521452144
22717,id_1074,1075.0,4.5,14.0,3,1.0,513,8,150,0,1,1,0,0,0,0,0,0,287591,42,560.6062378167642
22718,id_1153,1154.0,4.0,86.0,9,1.0,1166,66,-155,1,1,0,0,0,0,1,0,0,2600000,21,2229.8456260720413
22719,id_1789,1790.0,4.0,474.0,4,2.0,2078,93,230,0,0,1,1,0,0,0,0,0,2860009,37,1376.327718960539
22720,id_247,248.0,4.0,12.0,2,2.0,301,61,-118,0,1,0,0,0,0,0,0,0,437726,39,1454.2392026578073
22721,id_16225,16237.0,1.5,2.0,1,1.8140461055372596,5757,62,13,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
22722,id_3451,3453.0,3.5,110.0,5,2.0,3108,75,19,0,1,1,0,0,0,1,0,0,3223334,23,1037.1087516087516
22723,id_3781,3783.0,4.5,12.0,1,1.8140461055372596,2155,71,359,0,0,0,0,0,0,0,0,0,3769495,8,1749.185614849188
22724,id_10605,10615.0,4.5,3.0,1,1.8140461055372596,5757,90,442,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
22725,id_2123,2126.0,3.0,15.0,1,1.8140461055372596,820,75,158,0,0,0,0,0,0,0,0,0,975904,13,1190.1268292682928
22726,id_2869,2870.0,4.0,94.0,1,2.0,4897,68,137,0,0,0,0,0,0,0,1,0,2148271,22,438.6912395344088
22727,id_268,269.0,5.0,75.27380952380952,4,3.0,183,8,150,0,1,1,0,0,0,0,0,0,295504,32,1614.775956284153
22728,id_764,765.0,4.0,16.0,1,1.8140461055372596,659,88,-340,0,0,0,0,0,0,0,0,0,794128,10,1205.050075872534
22729,id_1237,1238.0,4.0,13.0,4,1.0,596,82,-175,0,0,0,0,0,0,0,0,0,488050,16,818.8758389261745
22730,id_314,315.0,4.0,717.0,5,2.0,816,60,28,1,1,0,0,0,0,1,0,0,1752286,51,2147.4093137254904
22731,id_8136,8137.0,5.0,2.0,1,1.8140461055372596,4897,124,434,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
22732,id_1260,1261.0,4.5,79.0,7,2.0,1300,110,17,1,0,0,0,1,0,0,0,1,505526,48,388.86615384615385
22733,id_8132,8133.0,5.0,3.0,1,1.8140461055372596,4897,31,150,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
22734,id_12992,12994.0,3.0,52.0,4,2.0,4897,96,169,0,0,0,0,0,0,1,0,0,2148271,22,438.6912395344088
22735,id_2892,2893.0,4.5,10.0,1,1.8140461055372596,2734,119,3,0,0,0,0,0,0,0,0,0,1620343,30,592.6638624725676
22736,id_2560,2561.0,4.0,146.0,1,2.0,2078,42,150,0,0,0,1,0,0,0,0,0,2860009,37,1376.327718960539
22737,id_6899,6902.0,3.5,13.0,1,1.8140461055372596,3108,8,150,0,0,0,0,0,0,0,0,0,3223334,23,1037.1087516087516
22738,id_8828,8830.0,4.5,2.0,1,1.8140461055372596,4897,8,150,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
22739,id_893,894.0,4.0,153.0,5,2.0,1443,94,209,0,1,0,0,0,0,1,0,0,1324277,31,917.7248787248787
22740,id_5040,5041.0,4.0,83.0,2,2.0,4897,101,170,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
22741,id_11465,11467.0,3.5,38.0,1,2.0,4897,74,261,0,0,0,0,0,0,0,1,0,2148271,22,438.6912395344088
22742,id_8905,8907.0,4.5,5.0,1,1.8140461055372596,4897,8,150,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
22743,id_3511,3513.0,5.0,66.5228088159918,1,1.8140461055372596,2155,57,150,0,0,0,0,0,0,0,0,0,3769495,8,1749.185614849188
22744,id_624,625.0,4.5,475.0,4,2.0,5757,100,11,1,1,0,0,0,1,0,1,0,8909081,24,1547.5214521452144
22745,id_10655,10657.0,4.0,120.14637277979884,1,1.8140461055372596,4897,8,150,0,0,0,0,0,0,0,1,0,2148271,22,438.6912395344088
22746,id_9598,9600.0,4.5,2.0,1,1.8140461055372596,4897,8,150,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
22747,id_5293,5296.0,3.5,29.0,1,1.8140461055372596,3108,65,206,0,0,0,0,0,0,0,0,0,3223334,23,1037.1087516087516
22748,id_3606,3613.0,4.0,891.0,7,1.0,5757,69,23,1,0,0,0,1,0,0,0,1,8909081,24,1547.5214521452144
22749,id_1057,1058.0,4.5,7.0,1,1.8140461055372596,513,98,245,0,0,0,0,0,0,0,0,0,287591,42,560.6062378167642
22750,id_91,92.0,4.5,378.0,8,1.0,3108,101,5,1,1,1,0,1,1,1,0,0,3223334,23,1037.1087516087516
22751,id_1037,1038.0,4.5,64.0,4,2.0,1166,87,95,1,0,0,0,0,0,0,0,1,2600000,21,2229.8456260720413
22752,id_2233,2235.0,4.5,15.0,1,1.0,2155,85,36,0,0,0,0,0,0,0,0,0,3769495,8,1749.185614849188
22753,id_15776,15788.0,2.5,89.0,2,2.0,5757,99,74,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
22754,id_253,254.0,3.5,565.0,3,2.0,443,111,33,0,0,0,0,0,0,1,0,0,779115,36,1758.7246049661399
22755,id_5040,5043.0,3.5,14.0,1,1.8140461055372596,2133,8,150,0,0,0,0,0,0,0,0,0,1399860,40,656.2869198312236
22756,id_2049,2050.0,4.5,62.0,2,2.0,4897,96,463,0,0,0,0,0,0,0,0,1,2148271,22,438.6912395344088
22757,id_1295,1296.0,5.0,16.0,6,1.0,596,76,173,1,0,0,0,0,0,0,0,0,488050,16,818.8758389261745
22758,id_1007,1009.0,5.0,2.0,1,1.8140461055372596,659,37,150,0,0,0,0,0,0,0,0,0,794128,10,1205.050075872534
22759,id_367,368.0,4.5,97.0,5,2.0,1300,82,109,1,1,1,0,0,0,0,0,0,505526,48,388.86615384615385
22760,id_219,220.0,4.5,554.0,5,2.0,596,77,2,1,0,0,0,1,1,0,0,1,488050,16,818.8758389261745
22761,id_6661,6662.0,3.5,17.0,1,1.0,2734,85,104,0,0,0,0,0,0,0,0,0,1620343,30,592.6638624725676
22762,id_13604,13606.0,2.5,6.0,2,1.8140461055372596,4897,8,150,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
22763,id_2032,2034.0,4.0,48.0,1,1.0,2133,73,231,0,0,0,1,0,0,0,0,0,1399860,40,656.2869198312236
22764,id_1235,1236.0,4.5,8.0,1,1.8140461055372596,596,54,391,0,0,0,0,0,0,0,0,0,488050,16,818.8758389261745
22765,id_1282,1285.0,3.5,156.0,3,2.0,1086,129,4,1,0,0,0,0,0,0,0,1,872680,19,803.572744014733
22766,id_216,217.0,4.0,582.0,5,2.0,1086,70,56,1,1,0,0,0,0,1,0,0,872680,19,803.572744014733
22767,id_2487,2492.0,4.5,197.0,3,1.0,5757,80,10,1,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
22768,id_2688,2690.0,4.0,72.0,2,1.0,2133,100,234,0,0,0,1,0,0,0,0,0,1399860,40,656.2869198312236
22769,id_1789,1794.0,4.5,6.0,1,2.0,1086,83,2,0,0,0,0,0,0,0,1,0,872680,19,803.572744014733
22770,id_854,855.0,5.0,3.0,2,1.8140461055372596,513,34,150,0,1,0,0,0,0,0,0,0,287591,42,560.6062378167642
22771,id_1981,1984.0,4.5,19.0,2,1.8140461055372596,1300,8,150,0,1,0,0,0,0,0,0,0,505526,48,388.86615384615385
22772,id_2931,2932.0,4.5,47.0,1,1.8140461055372596,2078,8,150,0,0,0,0,0,0,0,0,0,2860009,37,1376.327718960539
22773,id_5300,5301.0,4.0,46.0,4,2.0,4897,49,150,0,0,0,0,0,0,0,1,0,2148271,22,438.6912395344088
22774,id_381,382.0,4.5,218.0,4,2.0,673,90,25,1,0,0,1,0,1,0,0,0,554554,27,824.0029717682021
22775,id_1208,1209.0,4.0,5.0,1,1.8140461055372596,513,34,150,0,0,0,0,0,0,0,0,0,287591,42,560.6062378167642
22776,id_613,614.0,4.0,36.0,1,2.0,949,84,-241,0,0,0,0,0,0,0,0,0,1845229,7,1944.3930453108535
22777,id_2965,2967.0,3.0,29.0,5,2.0,1166,93,-4,0,1,0,0,0,0,0,0,0,2600000,21,2229.8456260720413
22778,id_6224,6227.0,3.5,23.0,4,2.0,3108,44,150,1,0,1,0,0,0,0,0,0,3223334,23,1037.1087516087516
22779,id_109,110.0,4.0,420.0,7,2.0,1166,84,79,1,1,1,1,1,1,0,0,0,2600000,21,2229.8456260720413
22780,id_8837,8839.0,4.0,14.0,1,1.8140461055372596,4897,68,156,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
22781,id_15324,15336.0,3.0,53.0,2,2.0,5757,88,85,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
22782,id_988,989.0,5.0,2.0,1,1.8140461055372596,513,8,150,0,0,0,0,0,0,0,0,0,287591,42,560.6062378167642
22783,id_1832,1834.0,4.0,72.0,3,2.0,2155,101,82,1,0,0,0,1,0,0,0,0,3769495,8,1749.185614849188
22784,id_4051,4052.0,5.0,14.0,1,2.0,4897,8,150,0,0,0,0,0,0,0,1,0,2148271,22,438.6912395344088
22785,id_101,102.0,4.5,1248.0,7,2.0,2078,80,10,1,1,1,1,1,1,0,0,0,2860009,37,1376.327718960539
22786,id_96,97.0,4.5,558.0,5,2.0,1300,73,76,1,1,1,0,0,0,0,1,0,505526,48,388.86615384615385
22787,id_1987,1990.0,5.0,124.02886115444618,1,1.8140461055372596,1443,8,150,0,0,0,0,0,0,0,0,0,1324277,31,917.7248787248787
22788,id_1225,1227.0,4.5,2.0,1,1.8140461055372596,628,43,150,0,0,0,0,0,0,0,0,0,664046,53,1057.3980891719746
22789,id_13851,13853.0,2.5,3.0,1,1.8140461055372596,4897,100,453,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
22790,id_168,170.0,4.5,188.0,6,2.0,893,111,33,1,0,0,0,0,0,0,0,0,1484226,6,1662.06718924972
22791,id_9105,9114.0,5.0,137.96948964497042,1,1.8140461055372596,5757,32,150,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
22792,id_4481,4488.0,3.5,267.0,4,2.0,5757,104,21,1,0,0,0,0,0,1,0,0,8909081,24,1547.5214521452144
22793,id_569,570.0,4.5,59.0,2,2.0,892,70,187,0,0,0,0,0,0,0,0,0,516092,70,578.5784753363229
22794,id_5774,5777.0,4.0,100.05317324185249,2,2.0,3108,8,150,0,0,1,0,0,0,0,0,0,3223334,23,1037.1087516087516
22795,id_4533,4541.0,4.5,42.0,4,2.0,5757,115,47,0,0,0,0,0,0,1,0,0,8909081,24,1547.5214521452144
22796,id_7381,7387.0,3.0,100.05317324185249,1,1.8140461055372596,3108,8,150,0,0,0,0,0,0,0,0,0,3223334,23,1037.1087516087516
22797,id_2951,2957.0,4.0,140.0,7,2.0,5757,91,30,1,0,1,0,1,1,0,0,0,8909081,24,1547.5214521452144
22798,id_2980,2981.0,5.0,15.0,2,1.8140461055372596,2734,111,13,0,0,1,0,0,0,0,0,0,1620343,30,592.6638624725676
22799,id_5199,5202.0,3.5,45.0,4,2.0,3108,70,370,0,1,1,0,0,0,0,0,0,3223334,23,1037.1087516087516
22800,id_2119,2120.0,4.5,69.0,5,2.0,4897,107,39,1,1,0,0,1,1,0,1,0,2148271,22,438.6912395344088
22801,id_645,646.0,4.0,6.0,1,1.8140461055372596,385,72,105,0,0,0,0,0,0,0,0,0,697549,17,1811.8155844155845
22802,id_902,904.0,4.0,548.0,5,2.0,5757,77,24,1,0,0,0,1,1,0,0,1,8909081,24,1547.5214521452144
22803,id_927,929.0,4.0,23.0,6,1.0,673,76,121,1,0,0,0,1,0,0,0,0,554554,27,824.0029717682021
22804,id_10814,10824.0,4.0,10.0,1,1.8140461055372596,5757,104,253,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
22805,id_505,506.0,4.0,123.0,4,2.0,816,75,31,1,0,0,0,0,1,0,0,0,1752286,51,2147.4093137254904
22806,id_298,300.0,4.0,91.0,5,2.0,893,108,-79,1,1,0,0,1,0,0,0,0,1484226,6,1662.06718924972
22807,id_1995,1996.0,4.0,6.0,2,2.0,1060,74,8,0,0,0,0,0,0,0,0,1,1208542,15,1140.133962264151
22808,id_1641,1654.0,4.0,12.0,2,1.8140461055372596,893,130,634,0,1,0,0,0,0,0,0,0,1484226,6,1662.06718924972
22809,id_3581,3583.0,4.5,5.0,2,1.8140461055372596,2133,8,150,0,0,0,1,0,0,0,0,0,1399860,40,656.2869198312236
22810,id_5311,5312.0,4.0,26.0,2,2.0,4897,71,864,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
22811,id_234,235.0,4.5,1728.0,4,2.0,5757,72,1,0,0,0,0,0,1,0,0,0,8909081,24,1547.5214521452144
22812,id_3603,3612.0,3.5,17.0,1,2.0,1443,100,275,0,0,0,0,0,0,0,0,0,1324277,31,917.7248787248787
22813,id_2385,2391.0,3.5,128.0,2,1.0,1086,58,17,0,1,0,0,0,0,0,0,0,872680,19,803.572744014733
22814,id_14968,14979.0,3.5,109.0,3,2.0,5757,88,59,0,0,0,0,0,0,1,0,0,8909081,24,1547.5214521452144
22815,id_2626,2628.0,4.5,22.0,1,2.0,3108,91,36,0,0,0,0,0,0,0,0,0,3223334,23,1037.1087516087516
22816,id_1175,1178.0,4.5,45.0,5,1.0,1086,84,167,1,1,0,0,1,0,0,0,0,872680,19,803.572744014733
22817,id_856,857.0,4.5,195.0,4,2.0,2734,71,435,1,0,0,0,1,0,0,0,1,1620343,30,592.6638624725676
22818,id_602,603.0,4.0,54.0,3,2.0,892,92,106,1,1,0,0,0,0,0,1,0,516092,70,578.5784753363229
22819,id_83,84.0,4.5,109.0,5,3.0,949,104,42,1,0,1,1,1,0,0,0,0,1845229,7,1944.3930453108535
22820,id_10390,10399.0,3.5,83.0,2,2.0,5757,85,-50,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
22821,id_491,492.0,3.5,276.0,7,2.0,385,65,90,1,1,1,1,1,1,0,0,0,697549,17,1811.8155844155845
22822,id_3689,3691.0,4.5,3.0,1,1.8140461055372596,2155,90,145,0,0,0,0,0,0,0,0,0,3769495,8,1749.185614849188
22823,id_127,128.0,4.5,294.0,7,2.0,2155,70,5,1,0,0,0,1,1,0,0,1,3769495,8,1749.185614849188
22824,id_4046,4060.0,2.0,124.02886115444618,4,1.8140461055372596,1443,8,150,0,1,0,0,0,0,0,0,0,1324277,31,917.7248787248787
22825,id_157,158.0,4.5,97.0,5,1.0,513,108,78,1,0,1,0,0,0,0,0,0,287591,42,560.6062378167642
22826,id_2083,2084.0,4.5,34.0,4,2.0,2734,83,44,0,0,1,0,0,0,0,1,0,1620343,30,592.6638624725676
22827,id_520,521.0,5.0,23.0,4,1.0,1060,71,312,1,0,0,0,0,0,0,0,0,1208542,15,1140.133962264151
22828,id_754,755.0,4.5,65.0,5,1.0,2155,104,68,1,1,0,0,1,1,0,0,0,3769495,8,1749.185614849188
22829,id_948,949.0,4.0,240.0,2,2.0,4897,86,63,0,1,0,0,0,0,0,1,0,2148271,22,438.6912395344088
22830,id_354,355.0,4.0,109.0,4,2.0,628,68,108,1,0,0,0,1,0,0,0,1,664046,53,1057.3980891719746
22831,id_11914,11924.0,3.5,11.0,1,1.8140461055372596,5757,71,44,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
22832,id_9411,9420.0,5.0,137.96948964497042,2,3.0,5757,43,150,0,1,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
22833,id_4027,4029.0,4.5,2.0,1,1.8140461055372596,2155,8,150,0,0,0,0,0,0,0,0,0,3769495,8,1749.185614849188
22834,id_3624,3631.0,4.5,58.0,6,1.0,5757,68,16,1,0,1,1,1,0,0,0,0,8909081,24,1547.5214521452144
22835,id_6560,6561.0,4.0,21.0,1,1.8140461055372596,2734,126,75,0,0,0,0,0,0,0,0,0,1620343,30,592.6638624725676
22836,id_4235,4242.0,4.0,97.0,3,2.0,5757,74,36,0,0,0,0,0,0,1,0,0,8909081,24,1547.5214521452144
22837,id_1620,1622.0,3.5,6.0,1,1.8140461055372596,628,8,150,0,0,0,0,0,0,0,0,0,664046,53,1057.3980891719746
22838,id_8589,8591.0,4.5,9.0,1,3.0,4897,93,1764,0,0,0,0,0,0,0,1,0,2148271,22,438.6912395344088
22839,id_2421,2422.0,4.0,203.0,3,1.0,2078,90,2,0,0,0,0,0,0,1,0,0,2860009,37,1376.327718960539
22840,id_5326,5335.0,4.5,36.0,3,1.0,5757,86,13,0,0,0,0,0,0,0,0,1,8909081,24,1547.5214521452144
22841,id_172,173.0,4.5,706.0,6,2.0,5757,85,3,1,0,0,0,1,0,1,0,0,8909081,24,1547.5214521452144
22842,id_11836,11846.0,4.0,8.0,1,1.8140461055372596,5757,69,14,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
22843,id_10297,10306.0,4.5,3.0,1,1.0,5757,98,155,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
22844,id_64,65.0,4.5,645.0,7,2.0,1300,73,2,1,1,1,0,1,1,0,0,0,505526,48,388.86615384615385
22845,id_4271,4273.0,4.5,4.0,1,1.8140461055372596,3108,8,150,0,0,0,0,0,0,0,0,0,3223334,23,1037.1087516087516
22846,id_13638,13640.0,2.5,22.0,1,1.8140461055372596,4897,8,150,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
22847,id_2,3.0,5.0,797.0,4,2.0,1443,83,0,1,0,0,0,0,1,1,0,0,1324277,31,917.7248787248787
22848,id_9962,9971.0,4.5,6.0,2,1.8140461055372596,5757,103,1340,1,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
22849,id_5885,5887.0,5.0,66.5228088159918,1,1.8140461055372596,2155,8,150,0,0,0,0,0,0,0,0,0,3769495,8,1749.185614849188
22850,id_736,737.0,4.5,4.0,1,1.8140461055372596,385,86,13,0,0,0,0,0,0,0,0,0,697549,17,1811.8155844155845
22851,id_2385,2402.0,4.0,10.0,1,2.0,893,83,309,0,0,0,0,0,0,0,0,0,1484226,6,1662.06718924972
22852,id_459,460.0,4.5,108.0,3,1.0,1443,89,6,1,0,0,0,0,0,0,0,1,1324277,31,917.7248787248787
